"","X.3","X.2","X","ID.x","Site.ID","Original.Genus","Original.Species","ACCEPTED.GENUS","ACCEPTED.SPECIES","SPECIES.ID","SAMPLE.ID","ID.y","Average.LA..m2.","SLA..m2.kg.","LMA..kg.m2.","LDMC..mg.g.","Cmass..g.kg.","Nmass..g.kg.","Pmass..g.kg.","Kmass..g.kg.","Narea..g.m2.","Parea..g.m2.","Karea..g.m2.","d13C.12C","d15N.14N","Site.Name","Latitude","Longitude","Elevation","Collection.month","Collection.year","Source","Sampling.strategy","References","Site.ID.1","Lat_grid","Lon_grid","Temp.Jan..C.","Temp.Feb...C.","Temp.Mar...C.","Temp.April...C.","Temp.May...C.","Temp.June...C.","Temp.July...C.","Temp.Aug...C.","Temp.Sept...C.","Temp.Oct...C.","Temp.Nov...C.","Temp.Dec...C.","Prec.Jan..mm.","Prec.Feb..mm.","Prec.Mar..mm.","Prec.Apr..mm.","Prec.May..mm.","Prec.June...mm.","Prec.July...mm.","Prec.Aug...mm.","Prec.Sept...mm.","Prec.Oct...mm.","Prec.Nov..mm.","Prec.Dec...mm.","Sun.Jan....","Sun.Feb....","Sun.Mar....","Sun.Apr....","Sun.May....","Sun.June....","Sun.July....","Sun.Aug....","Sun.Sep....","Sun.Oct....","Sun.Nov....","Sun.Dec....","MTCO...C.","MAT...C.","MI..unitless.","alpha..unitless.","GDD0..C.days.","mGDD0...C.","PAR0..mol.photon.m.2.","mPAR0..mol.photon.m.2.","Prec.Timing..month.from.Jan1st.","Prec.Seasonality..unitless.","MMP..mm.","MAP..mm.","tg_1987_2006","vpd_1987_2006","fapar_1987_2006","ppfd_1987_2006","sm_1987_2006","pet","AI","pr_mean_1987_2006","pr_annual_mm","RZwc","Sand","pH","life.form","species","X.1","Site","sum_AGB","AGB_g.m.2","AGB_gC.m.2","AGB_MgC.ha","BGB.herb_g.m.2","BGBherb_gC.m.2","BGB.tree_g.m.2","BGB.tree_gC.m.2","BGB_gC.m.2","BGB_MgC.ha","Totalherb._gDM.m3","Total.herb_gC.m3","total.biomass_g.m.2","total.biomass_gC.m.2","total.biomass_MgC.ha","R_S","GPP","prelnR_S","preR_S","preRMF","prebelow","Tmean","sitegroup","heightT","lnheightT","SLA","lnSLA","SRL","lnSRL","RRD","lnRRD","thickness","lnthickness","LDMC","lnLDMC","pred_lnRSnew","pred_RS_new","mean_pretreebiomass_gCm2","pre_totalbiomass","preRMF_new","prebelow_new","preAGB_new"
"451",451,15.9,451,451,15,"Lespedeza","davurica","Lespedeza","davurica","SP687",451,425,0.0001334,15.67710425,0.063948204,356.1171795,524.098,29.25014717,1.478603464,8.025655578,1.865787629,0.094316108,0.511934822,-27.124,-1.937,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.614998058333333,1011.90944905354,2.64766071601439,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"forb","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91371911600355,0.00734512011635806,0.00729156271239953,1.99217626463108,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23106966866849,0.00534780186601382,NA,273.21664,0.00531935500936873,1.45333630262689,271.763303697373
"452",452,15.1,452,452,15,"Lathyrus","hedysaroides var subsericea","Lespedeza","juncea","SP689",452,427,0.0001334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.624379975,1012.63519183479,2.64955962174518,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"forb","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91485868270695,0.00733675462946146,0.00728331870721843,1.98992386523536,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23095129413172,0.00534843494705206,NA,273.21664,0.00531998137276032,1.45350743552816,271.763132564472
"453",453,15.11,453,453,15,"Lespedeza","hedysaroides","Lespedeza","juncea","SP689",453,426,0.00070035,32.25698939,0.035576568,343.6075036,523.391,24.64249661,1.061943674,6.476721056,0.763942856,0.032921351,0.200785045,-26.411,-2.063,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.6219971,1012.57843363611,2.64941111393838,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"forb","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.9147695900053,0.00733740830987136,0.00728396289996039,1.99009986941184,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23096054879602,0.00534838544931114,NA,273.21664,0.00531993240027022,1.45349405542896,271.763145944571
"454",454,15.12,454,454,15,"Patrinia","rupestris","Patrinia","rupestris","SP850",454,428,0.003335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.621891233333333,1012.62357655157,2.64952923036075,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"forb","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91484045073484,0.00733688839418663,0.00728345053051963,1.98995988155479,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23095318801055,0.00534842481777394,NA,273.21664,0.00531997135097056,1.45350469740844,271.763135302592
"455",455,15.13,455,455,15,"Pennisetum","flaccidum","Pennisetum","flaccidum","SP855",455,429,0.010672,24.79416418,0.040938236,288.4244746,437.992,26.09607166,2.331451374,25.63927329,1.052508625,0.094032263,1.034085001,-11.83,3.531,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.609662616666667,1011.9596995809,2.64779219650147,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"graminoid","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91379804608646,0.00734454038829757,0.00729099140743493,1.99202017460824,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23106146966445,0.00534784571284268,NA,273.21664,0.00531939839096266,1.45334815520023,271.7632918448
"456",456,15.14,456,456,15,"Rhaponticum","uniflorum","Rhaponticum","uniflorum","SP994",456,430,1.334e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.617192258333333,1012.27919984019,2.64862816881705,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"forb","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91429980352251,0.00734085613492144,0.0072873606686496,1.9910281963566,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23100934871016,0.00534812445492873,NA,273.21664,0.00531967417537914,1.45342350409186,271.763216495908
"457",457,15.15,457,457,15,"Salsola","collina","Salsola","collina","SP1048",457,431,8.3375e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.619868583333333,1012.40827877993,2.6489659038173,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"forb","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91450246992492,0.00733936854076576,0.00728589467459967,1.99062766238802,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23098829637383,0.00534823704662863,NA,273.21664,0.00531978557235046,1.45345393959807,271.763186060402
"458",458,15.16,458,458,15,"Serratula","yamatsutana","Serratula","centauroides","SP1095",458,432,0.0008004,15.59867857,0.064625362,220.3462969,454.21,23.5544332,1.113164531,12.05399843,1.510027474,0.071362746,0.772757665,-27.511,-1.363,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.615706066666667,1012.37193220295,2.64887080301145,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"forb","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91444540490223,0.00733978737394829,0.00728630742669513,1.99074043312869,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23099422410549,0.00534820534380852,NA,273.21664,0.00531975420593658,1.45344536977186,271.763194630228
"459",459,15.17,459,459,15,"Setaria","viridis","Setaria","viridis","SP1099",459,433,0.00023345,31.67536842,0.032184811,277.8465904,466.125,20.35767202,1.171771789,19.62053217,0.642697245,0.036993154,0.619425539,-12.892,-2.222,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.619255566666667,1012.26485061921,2.64859062408543,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"graminoid","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.9142772722636,0.00734102153551502,0.00728752366733256,1.99107273030908,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23101168918512,0.00534811193779199,NA,273.21664,0.00531966179106219,1.45342012049039,271.76321987951
"460",460,15.18,460,460,15,"Stipa","krylovii","Stipa","krylovii","SP1149",460,434,0.000150075,21.67581967,0.04639854,533.6017177,550.668,15.94988129,0.805724152,6.154022001,0.735837515,0.037171566,0.283911847,-25.552,-1.81,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.623138116666667,1012.66213867576,2.64963012814507,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"graminoid","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91490097910986,0.0073364443176942,0.00728301289909494,1.98984031336738,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23094690051695,0.00534845844606648,NA,273.21664,0.00532000462241063,1.4535137877195,271.76312621228
"461",461,15.19,461,461,15,"Thalictrum","squarrosum","Thalictrum","squarrosum","SP1217",461,435,1.334e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.618298808333333,1012.42654496797,2.64901369729184,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"forb","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91453114751733,0.00733915806836414,0.00728568725794144,1.99057099270557,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23098531743745,0.0053482529787103,NA,273.21664,0.00531980133537225,1.45345824631792,271.763181753682
"462",462,15.2,462,462,15,"Unidentified grass 1","","Unidentified grass 1","","SP1269",462,436,1.334e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS15",44.3873,120.5495333,448,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",15,44.385,120.545,-13.96,-10.51,-2.57,7.56,15.38,20.32,22.78,21.03,14.32,6.2,-4.22,-11.17,1.13,1.97,5.49,13.25,28.24,66.85,127.58,82.34,37.13,12.22,4.49,1.5,73.74,73.53,73.12,64.97,62.7,57.9,53.87,59.69,67.41,72.63,70.65,70.32,-13.96,5.43,0.478,0.569,3221.58,14.255,8128.28,35.966,6.539663,0.731269,31.849,382.19,9.69005535442046,646.595220268766,0.232239240384263,31.4305188563734,0.621410916666667,1012.67550096115,2.64966509056007,34.0433481228625,408.52017747435,140.557037333518,47.35,8.2,"graminoid","non-woody",15,15,57950,579.5,272.365,2.72365,1.812,0.85164,0,0,0.85164,0.0085164,7251.1,3295.95,581.312,273.21664,2.7321664,0.00312683347713546,1.09865882770069,-4.91492195245359,0.00733629044953935,0.00728286126400293,1.98979888413703,6.4816769011474,"grasssite",1.54973613484463,0.438084680855324,18.7846638095187,2.93304078211405,1664.23816602165,7.41712273975801,0.676875977809706,-0.390267216633715,0.218676444795766,-1.52016206265213,0.110283941998193,-2.20469694810637,-5.23094472187322,0.00534847009846461,NA,273.21664,0.0053200161511568,1.45351693756479,271.763123062435
"463",463,16,463,463,16,"Aristida","adscensionis","Aristida","adscensionis","SP133",463,437,3.335e-05,24.1703411,0.041675048,394.171415,492.48,14.23528324,1.210363631,10.95618693,0.588956655,0.050076398,0.453290538,-13.831,0.691,"NECTS16",44.21566667,120.3695333,372,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",16,44.215,120.365,-14.11,-10.46,-2.19,8.04,15.91,20.82,23.26,21.55,14.75,6.71,-3.94,-10.95,1.16,2.02,5.67,13.25,27.38,63.03,122.56,80.27,38.42,11.46,4.61,1.34,74.83,73.78,73.52,65.36,63.16,58.47,54.48,59.76,67.64,72.92,71.21,71.09,-14.11,5.783,0.456,0.546,3330.833,14.609,8216.518,36.037,6.556064,0.726402,30.931,371.17,10.3236505676583,674.148477770372,0.238723977896587,31.5266861243051,0.524098133333333,1017.26081721116,2.7406870631009,28.9056088147156,346.867305776587,127.455997532653,42.99,8,"graminoid","non-woody",16,16,32783.38964,327.8338964,154.0819313,1.540819313,1.544,0.72568,0,0,0.72568,0.0072568,1802.43,819.29,329.3778964,154.8076113,1.548076113,0.00470970212975257,1.13634652601517,-4.49011201693337,0.0112193869778736,0.0110949089014243,1.7175763446206,7.05914757395896,"grasssite",1.07781149296191,0.0749325898134504,16.1489058167602,2.78185229608925,1916.74686723728,7.55838468802383,0.553891833037846,-0.590785858522179,0.20970444369129,-1.56205615059163,0.109157080858048,-2.21496732536428,-4.39653227943269,0.0123199881905967,NA,154.8076113,0.0121700532779336,1.88401687735064,152.923594422649
"464",464,16.1,464,464,16,"Caragana","microphylla","Caragana","microphylla","SP266",464,438,0.000250125,14.15941463,0.072800534,394.6753247,477.42,34.30490994,1.508640087,20.62994333,2.422763288,0.106546784,1.456977133,-25.885,1.428,"NECTS16",44.21566667,120.3695333,372,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",16,44.215,120.365,-14.11,-10.46,-2.19,8.04,15.91,20.82,23.26,21.55,14.75,6.71,-3.94,-10.95,1.16,2.02,5.67,13.25,27.38,63.03,122.56,80.27,38.42,11.46,4.61,1.34,74.83,73.78,73.52,65.36,63.16,58.47,54.48,59.76,67.64,72.92,71.21,71.09,-14.11,5.783,0.456,0.546,3330.833,14.609,8216.518,36.037,6.556064,0.726402,30.931,371.17,10.3236505676583,674.148477770372,0.238723977896587,31.5266861243051,0.520913091666667,1017.18305249935,2.74047755071625,28.9056088147156,346.867305776587,127.455997532653,42.99,8,"low to high shrub","woody",16,16,32783.38964,327.8338964,154.0819313,1.540819313,1.544,0.72568,0,0,0.72568,0.0072568,1802.43,819.29,329.3778964,154.8076113,1.548076113,0.00470970212975257,1.13592870089478,-4.47328363516682,0.0114097886880874,0.0112810740173745,1.74639612152824,7.05914757395896,"grasssite",1.07781149296191,0.0749325898134504,16.1489058167602,2.78185229608925,1916.74686723728,7.55838468802383,0.553891833037846,-0.590785858522179,0.20970444369129,-1.56205615059163,0.109157080858048,-2.21496732536428,-4.33077807637962,0.013157306117202,NA,154.8076113,0.0129864395565835,2.01039968704653,152.797211612953
"465",465,16.2,465,465,16,"Chenopodium","acuminatum","Chenopodium","acuminatum","SP314",465,439,0.0001334,32.14704082,0.031594312,109.5241587,313.257,39.09456507,1.200909197,9.593190923,1.216117069,0.037356757,0.298415987,-28.191,5.815,"NECTS16",44.21566667,120.3695333,372,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",16,44.215,120.365,-14.11,-10.46,-2.19,8.04,15.91,20.82,23.26,21.55,14.75,6.71,-3.94,-10.95,1.16,2.02,5.67,13.25,27.38,63.03,122.56,80.27,38.42,11.46,4.61,1.34,74.83,73.78,73.52,65.36,63.16,58.47,54.48,59.76,67.64,72.92,71.21,71.09,-14.11,5.783,0.456,0.546,3330.833,14.609,8216.518,36.037,6.556064,0.726402,30.931,371.17,10.3236505676583,674.148477770372,0.238723977896587,31.5266861243051,0.525555466666667,1017.24605353735,2.74064728705808,28.9056088147156,346.867305776587,127.455997532653,42.99,8,"forb","non-woody",16,16,32783.38964,327.8338964,154.0819313,1.540819313,1.544,0.72568,0,0,0.72568,0.0072568,1802.43,819.29,329.3778964,154.8076113,1.548076113,0.00470970212975257,1.13653197784176,-4.49024960948285,0.0112178433800119,0.0110933993634013,1.7173426566451,7.05914757395896,"grasssite",1.07781149296191,0.0749325898134504,16.1489058167602,2.78185229608925,1916.74686723728,7.55838468802383,0.553891833037846,-0.590785858522179,0.20970444369129,-1.56205615059163,0.109157080858048,-2.21496732536428,-4.39638668516401,0.0123217820408513,NA,154.8076113,0.0121718037282676,1.88428786038554,152.923323439614
"466",466,16.3,466,466,16,"Cleistogenes","squarrosa","Cleistogenes","squarrosa","SP338",466,440,NA,23.1605,0.045345918,349.8039216,479.74,13.57671346,1.623009294,15.49727141,0.586201224,0.070076609,0.66912508,-14.138,0.25,"NECTS16",44.21566667,120.3695333,372,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",16,44.215,120.365,-14.11,-10.46,-2.19,8.04,15.91,20.82,23.26,21.55,14.75,6.71,-3.94,-10.95,1.16,2.02,5.67,13.25,27.38,63.03,122.56,80.27,38.42,11.46,4.61,1.34,74.83,73.78,73.52,65.36,63.16,58.47,54.48,59.76,67.64,72.92,71.21,71.09,-14.11,5.783,0.456,0.546,3330.833,14.609,8216.518,36.037,6.556064,0.726402,30.931,371.17,10.3236505676583,674.148477770372,0.238723977896587,31.5266861243051,0.519470616666667,1017.1799532216,2.74046920069403,28.9056088147156,346.867305776587,127.455997532653,42.99,8,"graminoid","non-woody",16,16,32783.38964,327.8338964,154.0819313,1.540819313,1.544,0.72568,0,0,0.72568,0.0072568,1802.43,819.29,329.3778964,154.8076113,1.548076113,0.00470970212975257,1.13573382205074,-4.48942533358583,0.0112270937898479,0.0111024455918911,1.71874308166887,7.05914757395896,"grasssite",1.07781149296191,0.0749325898134504,16.1489058167602,2.78185229608925,1916.74686723728,7.55838468802383,0.553891833037846,-0.590785858522179,0.20970444369129,-1.56205615059163,0.109157080858048,-2.21496732536428,-4.39703451436141,0.0123138022157423,NA,154.8076113,0.012164016917274,1.88308240277598,152.924528897224
